Time,X_Mean,Y_Mean,Z_Mean,MI_Mean,SMA_Mean,X_Max,Y_Max,Z_Max,MI_Max,SMA_Max,X_Min,Y_Min,Z_Min,MI_Min,SMA_Min,MI_SE,SMA_SE,X_SE,Y_SE,Z_SE,Behavior
6/8/2017 10:17,-0.019189453,-0.231054688,0.98363444,1.022306801,1.322371419,0.272460938,-0.048828125,1.212402344,1.262681529,1.744140625,-0.3359375,-0.443847656,0.70703125,0.734188787,0.986816406,0.014017411,0.021973138,0.017179251,0.010901724,0.013647052,R
6/8/2017 10:17,0.197623698,-0.224829102,0.961124674,1.014370059,1.383577474,0.375488281,-0.106445313,1.059082031,1.084985329,1.635742188,0.002441406,-0.370117188,0.878417969,0.901646332,1.075195313,0.004574565,0.013466309,0.0144126,0.007069873,0.005228241,R
6/8/2017 10:17,0.340171939,-0.171802959,0.935915087,1.010620998,1.447889985,0.353515625,-0.142578125,0.95703125,1.029992001,1.478027344,0.318847656,-0.189453125,0.921386719,0.991357291,1.392089844,0.000903586,0.002214413,0.001055964,0.001400265,0.000903571,R
6/8/2017 10:17,0.310799154,-0.209326172,0.936629232,1.010465493,1.456754557,0.391113281,-0.139648438,0.99609375,1.060072201,1.570800781,0.249023438,-0.298339844,0.856933594,0.971742254,1.361328125,0.002821575,0.005971864,0.004106654,0.005920508,0.003587277,R
6/8/2017 10:17,0.364331055,-0.254093424,0.904679362,1.008226629,1.523103841,0.401855469,-0.223632813,0.960449219,1.068367409,1.629394531,0.311035156,-0.299316406,0.854003906,0.954747055,1.436035156,0.004691844,0.007725815,0.003033656,0.002746832,0.004290809,R
6/8/2017 10:18,0.378230794,-0.252498372,0.900032552,1.00865921,1.530761719,0.412109375,-0.224121094,0.94921875,1.065065316,1.627929688,0.319824219,-0.293945313,0.852539063,0.957038599,1.444824219,0.00331064,0.005561526,0.002435553,0.002197253,0.003004724,R
6/8/2017 10:18,0.369981109,-0.256451716,0.899350026,1.006266672,1.525782851,0.415527344,-0.212890625,0.942871094,1.056483343,1.616210938,0.312011719,-0.30078125,0.857421875,0.965393157,1.434570313,0.003187802,0.005949444,0.003679936,0.002574703,0.002852207,R
6/8/2017 10:18,0.334700521,-0.261311849,0.914575195,1.008797938,1.510587565,0.38671875,-0.233886719,0.960449219,1.060998866,1.606445313,0.276855469,-0.303710938,0.861328125,0.960773981,1.422851563,0.003902354,0.006442958,0.003314987,0.002550136,0.003644354,R
6/8/2017 10:18,0.291845703,-0.267919922,0.929817708,1.011717682,1.489583333,0.367675781,-0.200683594,0.974609375,1.065529487,1.58203125,0.227539063,-0.339355469,0.889160156,0.966276148,1.388671875,0.003502939,0.006389984,0.004444808,0.004219796,0.00309304,R
6/8/2017 10:18,0.3,-0.26023763,0.927856445,1.009875045,1.488094076,0.349121094,-0.22265625,0.978027344,1.072679117,1.61328125,0.239746094,-0.3125,0.874023438,0.953267697,1.405273438,0.004572769,0.007563914,0.004105698,0.002685408,0.004158061,R
6/8/2017 10:18,0.300453061,-0.265993212,0.926885886,1.010554966,1.493332159,0.352050781,-0.232910156,0.960449219,1.05482143,1.583984375,0.245605469,-0.3203125,0.881347656,0.95888107,1.406738281,0.003525184,0.00640159,0.003834665,0.002514065,0.003064762,R
6/8/2017 10:18,0.291544596,-0.267171224,0.929532878,1.010640645,1.488248698,0.336914063,-0.239257813,0.962890625,1.053166175,1.58203125,0.238769531,-0.308105469,0.881347656,0.963187089,1.406738281,0.003741341,0.006651303,0.003754585,0.002362365,0.003317404,R
6/8/2017 10:18,0.286067708,-0.265242513,0.931266276,1.010190961,1.482576497,0.335449219,-0.236328125,0.968261719,1.054818265,1.564941406,0.232421875,-0.310546875,0.881835938,0.962152101,1.415527344,0.003557452,0.006065815,0.003793261,0.002406231,0.003180185,R
6/8/2017 10:18,0.252351888,-0.274690755,0.938834635,1.01136729,1.465877279,0.331054688,-0.194824219,0.998046875,1.078601787,1.569824219,0.179199219,-0.355957031,0.885742188,0.938069234,1.3203125,0.003872749,0.007012623,0.004947917,0.004333779,0.003317087,R
6/8/2017 10:18,0.25894115,-0.277007556,0.937940254,1.012383352,1.47388896,0.318847656,-0.248535156,0.978027344,1.054301438,1.562988281,0.186523438,-0.314941406,0.893554688,0.965225824,1.397460938,0.003465397,0.006225327,0.004385384,0.00264086,0.003034855,R
6/8/2017 10:18,0.288850911,-0.276806641,0.927067057,1.010263323,1.492724609,0.33984375,-0.23828125,0.953613281,1.04330976,1.560546875,0.238769531,-0.315917969,0.894042969,0.973519061,1.436523438,0.00244942,0.004618434,0.003784709,0.002415104,0.002204074,R
6/8/2017 10:18,0.281046549,-0.283317057,0.926774089,1.009539624,1.491137695,0.337890625,-0.24609375,0.962890625,1.053139009,1.567382813,0.237792969,-0.333984375,0.878417969,0.958576932,1.420410156,0.003724728,0.006113663,0.003584576,0.002585315,0.003370905,R
6/8/2017 10:19,0.282625326,-0.264347331,0.93219401,1.010789476,1.479166667,0.357421875,-0.103027344,0.98046875,1.056991209,1.557617188,0.227539063,-0.309082031,0.878417969,0.961628611,1.36328125,0.003142389,0.005882315,0.003837427,0.006003199,0.003027047,R
6/8/2017 10:19,0.337626473,-0.172987641,0.937772157,1.01186148,1.44838627,0.357421875,-0.114257813,0.959472656,1.035197131,1.499511719,0.294433594,-0.209472656,0.913574219,0.986131101,1.363769531,0.001504227,0.003702318,0.00150371,0.002543521,0.001541654,R
6/8/2017 10:19,0.327856445,-0.18449707,0.93894043,1.011756784,1.451293945,0.348632813,-0.127441406,0.963867188,1.036913952,1.510253906,0.291015625,-0.23828125,0.910644531,0.984567048,1.390136719,0.00166463,0.003681683,0.001216056,0.002752263,0.001556611,R
6/8/2017 10:19,0.304394531,-0.219677734,0.938387044,1.010775412,1.46245931,0.319824219,-0.192871094,0.961425781,1.038140942,1.509277344,0.284667969,-0.245117188,0.910644531,0.982249797,1.419921875,0.002255228,0.003760443,0.000991904,0.001721205,0.002056772,R
6/8/2017 10:19,0.309488932,-0.225545247,0.93610026,1.011465834,1.47113444,0.321289063,-0.205078125,0.956054688,1.032386962,1.5078125,0.297851563,-0.24609375,0.912597656,0.987313985,1.434082031,0.001552336,0.002518135,0.000675962,0.001372816,0.001480961,R
6/8/2017 10:19,0.315885417,-0.236832682,0.930867513,1.01121804,1.483585612,0.349121094,-0.221679688,0.95703125,1.033400634,1.524414063,0.292480469,-0.255859375,0.91796875,0.995162948,1.450195313,0.001037589,0.002018117,0.001368126,0.001125124,0.000944896,R
6/8/2017 10:19,0.310146644,-0.246485976,0.929223233,1.010205056,1.485855853,0.321289063,-0.227050781,0.952636719,1.035011253,1.521972656,0.297851563,-0.264648438,0.907226563,0.985573418,1.4453125,0.001341853,0.001994052,0.000643309,0.001199837,0.001347763,R
6/8/2017 10:19,0.30629069,-0.252148438,0.928377279,1.00965355,1.486816406,0.323242188,-0.231445313,0.945800781,1.029115954,1.517578125,0.293457031,-0.270507813,0.913574219,0.994820293,1.454101563,0.001113728,0.001708965,0.000925655,0.001111164,0.001111424,R
6/8/2017 10:19,0.305004883,-0.256640625,0.927775065,1.009870264,1.489420573,0.335449219,-0.23828125,0.948242188,1.033811567,1.531738281,0.276855469,-0.283691406,0.908203125,0.978907463,1.423339844,0.001667599,0.002699259,0.001277392,0.001321875,0.001560623,R
6/8/2017 10:19,0.291634115,-0.250610352,0.934228516,1.010334885,1.476472982,0.306640625,-0.227050781,0.959472656,1.035404737,1.522460938,0.277832031,-0.27734375,0.91015625,0.982880199,1.430664063,0.001941909,0.003107479,0.000899812,0.00143585,0.001798009,R
6/8/2017 10:19,0.290183145,-0.259381404,0.931888768,1.009969037,1.481453317,0.306640625,-0.242675781,0.953613281,1.033441931,1.516601563,0.275390625,-0.284667969,0.910644531,0.991622283,1.456542969,0.001390956,0.002090243,0.000936612,0.0011873,0.001382512,R
6/8/2017 10:19,0.29621582,-0.267976888,0.926586914,1.009144224,1.490779622,0.311035156,-0.248046875,0.951660156,1.035032906,1.536132813,0.28125,-0.308105469,0.891601563,0.97870724,1.452636719,0.00211477,0.003151416,0.000931511,0.001904785,0.00206642,R
6/8/2017 10:20,0.30308431,-0.262304688,0.925480143,1.00888152,1.490869141,0.323242188,-0.216308594,0.961425781,1.039874684,1.548339844,0.276367188,-0.309082031,0.896972656,0.982050376,1.448730469,0.002049103,0.003345461,0.00127788,0.003091972,0.002066299,R
6/8/2017 10:20,0.301253255,-0.242041016,0.934049479,1.010892547,1.47734375,0.320800781,-0.219726563,0.962402344,1.045009716,1.53515625,0.284179688,-0.256347656,0.903808594,0.977407593,1.423828125,0.001969486,0.003099421,0.001081291,0.001186218,0.001816996,R
6/8/2017 10:20,0.297515369,-0.258717021,0.928911053,1.009658427,1.485143443,0.33984375,-0.210449219,0.962402344,1.036977181,1.560546875,0.255859375,-0.324707031,0.876953125,0.981872891,1.416015625,0.001892936,0.004071397,0.002068787,0.003452818,0.002335904,R
6/8/2017 10:20,0.306860352,-0.292993164,0.913354492,1.007462384,1.513208008,0.358886719,-0.264648438,0.958007813,1.039891078,1.571289063,0.262207031,-0.337402344,0.875976563,0.973199899,1.468261719,0.002091921,0.003482782,0.002740359,0.001963457,0.002412641,R
6/8/2017 10:20,0.347501628,-0.280932617,0.902571615,1.007335095,1.531005859,0.374511719,-0.259277344,0.922363281,1.02627113,1.569824219,0.305664063,-0.3125,0.877929688,0.988152537,1.49609375,0.001207906,0.002373722,0.00191068,0.001683426,0.001374394,R
6/8/2017 10:20,0.34379069,-0.284016927,0.901855469,1.006277282,1.529663086,0.370117188,-0.263671875,0.922851563,1.026892269,1.567871094,0.306640625,-0.313964844,0.881835938,0.989301072,1.493164063,0.001479279,0.002636142,0.001987488,0.001561934,0.001568446,R
6/8/2017 10:20,0.336321721,-0.285436411,0.905505571,1.007415054,1.527263704,0.358886719,-0.265136719,0.927246094,1.033879021,1.575195313,0.3046875,-0.311523438,0.878417969,0.973156414,1.467773438,0.001829931,0.003002865,0.001864956,0.001597881,0.001814517,R
6/8/2017 10:20,0.340511068,-0.279248047,0.905004883,1.006699861,1.524763997,0.388671875,-0.259277344,0.942871094,1.039338154,1.594238281,0.282226563,-0.3046875,0.876953125,0.976671014,1.447753906,0.002108279,0.00341732,0.002319868,0.001635984,0.002140499,R
6/8/2017 10:20,0.226066081,-0.267537435,0.948445638,1.01553433,1.443107096,0.343261719,-0.15625,1.095703125,1.115997107,1.579589844,-0.031738281,-0.386230469,0.864746094,0.915395303,1.19140625,0.004575508,0.009524547,0.010473382,0.005913223,0.005491222,R
6/8/2017 10:20,0.220890299,-0.302278646,0.941544596,1.013646165,1.464713542,0.275390625,-0.271484375,0.975097656,1.047565972,1.537597656,0.177734375,-0.341796875,0.902832031,0.971568039,1.407226563,0.00277703,0.005120846,0.003200025,0.002157842,0.002549605,R
6/8/2017 10:20,-0.039331055,-0.331778971,0.914038086,1.028035703,1.517472331,0.264160156,-0.032714844,1.090332031,1.304383568,2.197265625,-0.791015625,-0.704589844,0.6875,0.842638202,1.076171875,0.010945243,0.026715385,0.040902529,0.013524814,0.01115025,R
6/8/2017 10:20,-0.208424052,-0.30314261,0.921378714,1.028094732,1.469846632,0.110351563,-0.173828125,1.006835938,1.247025957,2.116210938,-0.774414063,-0.62890625,0.649902344,0.929078231,1.246582031,0.006143509,0.024616311,0.032120369,0.010014285,0.010838463,R
6/8/2017 10:21,0.195963542,-0.283398438,0.951472982,1.014664218,1.430834961,0.279785156,-0.134277344,1.079101563,1.172625187,1.673339844,0.077148438,-0.49609375,0.823730469,0.891293726,1.232421875,0.005624228,0.009905805,0.006514884,0.007581906,0.005036694,R
6/8/2017 10:21,0.28819987,-0.273852539,0.928499349,1.0103002,1.490551758,0.330078125,-0.24609375,0.962402344,1.048469013,1.574707031,0.255859375,-0.313964844,0.891601563,0.977941897,1.428222656,0.002837822,0.004590616,0.002240695,0.002228532,0.002690154,R
6/8/2017 10:21,0.327766927,-0.278597005,0.910457357,1.007160949,1.516821289,0.348632813,-0.256347656,0.940429688,1.041277253,1.575683594,0.291015625,-0.3125,0.876953125,0.974985665,1.458984375,0.002704735,0.004085822,0.001592305,0.002135867,0.002623246,R
6/8/2017 10:21,0.324346824,-0.271380315,0.913430136,1.007267363,1.509157275,0.365722656,-0.190429688,0.96484375,1.071332348,1.622558594,0.269042969,-0.332519531,0.880371094,0.963782217,1.400878906,0.002353628,0.005609351,0.002958362,0.003739621,0.002425434,R
6/8/2017 10:21,0.284700521,-0.258219401,0.933544922,1.010593951,1.476464844,0.327636719,-0.175292969,0.994628906,1.06048314,1.568847656,0.225585938,-0.328125,0.875,0.961055097,1.368652344,0.00371416,0.006899805,0.002878197,0.004918683,0.004033969,R
6/8/2017 10:21,0.259562174,-0.260563151,0.941593424,1.011787796,1.46171875,0.325683594,-0.19921875,0.986816406,1.060534511,1.576171875,0.179199219,-0.316894531,0.887207031,0.961370479,1.366699219,0.003226969,0.006277326,0.004590564,0.003313209,0.003119346,R
6/8/2017 10:21,0.175358073,-0.299291992,0.953019206,1.016149098,1.427669271,0.224609375,-0.041992188,1.017089844,1.107811269,1.59765625,0.104492188,-0.48828125,0.901855469,0.958141446,1.170898438,0.003494531,0.007815633,0.00309264,0.007903347,0.002786511,R
6/8/2017 10:21,0.174926758,-0.311865234,0.948079427,1.013563757,1.434871419,0.208007813,-0.279296875,0.969238281,1.039944497,1.490722656,0.139160156,-0.348144531,0.916015625,0.977503941,1.381835938,0.002319341,0.003461925,0.002537944,0.00220909,0.002046174,R
6/8/2017 10:21,-0.128345927,-0.323658427,0.929415343,1.02022217,1.465147925,0.201171875,-0.155273438,1.024902344,1.162751452,1.869628906,-0.508300781,-0.428222656,0.831542969,0.944108811,1.11328125,0.005860526,0.020976433,0.029701526,0.007266768,0.005438282,R
6/8/2017 10:21,-0.447501628,-0.345320638,0.852213542,1.028616058,1.645035807,-0.262695313,-0.257324219,0.959472656,1.16284782,1.912597656,-0.662597656,-0.443359375,0.731445313,0.941310007,1.4609375,0.004797084,0.010380658,0.012335632,0.005194419,0.007209804,R
6/8/2017 10:21,-0.380916341,-0.367390951,0.869311523,1.024387341,1.617618815,-0.224121094,-0.266113281,0.975097656,1.250251935,2.081054688,-0.674316406,-0.46484375,0.732910156,0.896481981,1.4375,0.007027256,0.016156497,0.013858359,0.006465151,0.006777081,R
6/8/2017 10:21,-0.409611003,-0.377319336,0.858601888,1.029932204,1.645532227,-0.141601563,-0.190429688,0.999023438,1.184800241,1.973144531,-0.634277344,-0.559082031,0.698730469,0.886282524,1.377929688,0.008429567,0.015548885,0.012290669,0.009887573,0.007039637,R
6/8/2017 10:22,-0.228091381,-0.285756596,0.953100986,1.033469078,1.469734567,0.040039063,0.044921875,1.12109375,1.347396604,2.274902344,-0.580078125,-0.701171875,0.716308594,0.747775434,0.933105469,0.011272041,0.027494361,0.014573011,0.016187929,0.009248936,R
6/8/2017 10:22,-0.395849609,-0.420654297,0.828458659,1.020205205,1.644962565,-0.071777344,-0.328125,0.922363281,1.118272481,1.866699219,-0.594726563,-0.530273438,0.755859375,0.967466673,1.375976563,0.004550719,0.014791607,0.01778303,0.004991231,0.005707609,R
6/8/2017 10:22,-0.513850911,-0.478922526,0.739135742,1.027649389,1.73190918,-0.281738281,-0.069824219,0.873535156,1.280418871,2.1328125,-0.739746094,-0.923339844,0.57421875,0.783330208,1.167480469,0.010083644,0.018035081,0.008184657,0.015293295,0.008810291,R
6/8/2017 10:22,-0.42508138,-0.58363444,0.707617188,1.024803334,1.716333008,-0.062011719,-0.272949219,1.097167969,1.47695748,2.500488281,-0.625488281,-0.951171875,0.454101563,0.689274319,0.96484375,0.016587631,0.029295221,0.014187556,0.017254109,0.015928761,R
6/8/2017 10:22,-0.321419271,-0.494539388,0.81879069,1.020840027,1.634749349,-0.184082031,-0.30078125,0.934570313,1.27004769,2.089355469,-0.622070313,-0.920898438,0.486328125,0.815239177,1.360839844,0.009734762,0.018078726,0.009378843,0.015174268,0.013424452,R
6/8/2017 10:22,0.020916048,-0.459888896,0.893314549,1.013891047,1.466940958,0.162109375,-0.395019531,0.968261719,1.11499983,1.709960938,-0.330566406,-0.566894531,0.778320313,0.916705882,1.288574219,0.00526438,0.011655031,0.016859436,0.004706639,0.004669285,R
6/8/2017 10:22,0.156095378,-0.458251953,0.885449219,1.009376479,1.499796549,0.184570313,-0.424804688,0.923828125,1.05849217,1.567382813,0.110351563,-0.498046875,0.84375,0.962805568,1.431152344,0.003544335,0.005168295,0.002179786,0.002659059,0.002921612,R
6/8/2017 10:22,0.149495443,-0.469165039,0.881917318,1.010228266,1.500577799,0.172363281,-0.431152344,0.912597656,1.049697714,1.565429688,0.122558594,-0.501464844,0.854003906,0.971576505,1.447265625,0.002645848,0.003757117,0.001776221,0.002166127,0.002132578,R
6/8/2017 10:22,0.158846029,-0.477905273,0.873217773,1.008195521,1.509969076,0.189941406,-0.44921875,0.912597656,1.049805823,1.55859375,0.10546875,-0.502441406,0.847167969,0.969732094,1.436035156,0.00167186,0.002977308,0.002063376,0.001449853,0.001384615,R
6/8/2017 10:22,-0.040047067,-0.433393635,0.913718302,1.014179905,1.408323194,0.118164063,-0.318359375,0.982421875,1.10671517,1.520996094,-0.113769531,-0.525878906,0.826171875,0.93715407,1.268554688,0.00346212,0.006755375,0.006978575,0.004791498,0.003330599,R
6/8/2017 10:22,-0.150935872,-0.472135417,0.878605143,1.02370074,1.505810547,0.038085938,-0.218261719,1.074707031,1.305605993,2.18359375,-0.59765625,-0.654296875,0.763671875,0.86117324,1.113769531,0.007600722,0.022750702,0.021465345,0.009040897,0.005405231,R
6/8/2017 10:22,-0.145157878,-0.513736979,0.851188151,1.009533071,1.511124674,0.03125,-0.443359375,0.883789063,1.035591236,1.615722656,-0.293945313,-0.579101563,0.80078125,0.969514115,1.373535156,0.001761261,0.010631396,0.012439984,0.002708271,0.002095566,R
6/8/2017 10:23,-0.022867839,-0.525830078,0.860335286,1.00898934,1.414811198,0.035644531,-0.499023438,0.883789063,1.031644457,1.487304688,-0.076171875,-0.549316406,0.830566406,0.974347464,1.347167969,0.001855273,0.004523855,0.003584085,0.001566542,0.001661485,R
6/8/2017 10:23,-0.241308594,-0.501106771,0.840413411,1.017769293,1.583040365,0.004882813,-0.387207031,0.936035156,1.206295246,2.021484375,-0.467773438,-0.772460938,0.716308594,0.926505534,1.375,0.005353079,0.016830697,0.017464106,0.006856025,0.004404286,R
6/8/2017 10:23,-0.073234183,-0.53175429,0.851242316,1.013272945,1.490074283,0.139160156,-0.308105469,0.950195313,1.211808808,1.939453125,-0.317382813,-0.719726563,0.717285156,0.835552662,1.162109375,0.007806422,0.016859828,0.014063965,0.008148345,0.005458457,R
6/8/2017 10:23,0.103515625,-0.518823242,0.857047526,1.007632022,1.479386393,0.143554688,-0.445800781,0.929199219,1.070744003,1.537109375,0.055664063,-0.600097656,0.799316406,0.967098921,1.424316406,0.003182717,0.004665189,0.002997569,0.002687926,0.003025398,R
